academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
รองศาสตราจารย์,ดร. พรรณพิไล ศรีอาภรณ์,Punpilai Sriarporn,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,การพยาบาล,4.0,2.0,4.0,1.0,8.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณระพี อำนวยสิทธิ์,P. Amnueysit,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,Rajamangala University of Technology Lanna,สัตวศาสตร์,29.0,2.0,29.0,2.0,12.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณรัตน์ อกนิษฐาภิชาติ,Pannarat Akanitapichat,มหาวิทยาลัยอุบลราชธานี,Ubon Ratchathani University,เภสัชศาสตร์,161.0,4.0,143.0,4.0,7.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณวดี พุธวัฒนะ,Panwadee Putwatana,มหาวิทยาลัยมหิดล,Mahidol University,โภชนศาสตร์,377.0,16.0,341.0,10.0,75.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. พรรณอร อุชุภาพ,,มหาวิทยาลัยราชภัฏสุราษฎ์ธานี,Suratthani Rajabhat University,การศึกษา,,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณิภา ศิวะพิรุห์เทพ,Panneepa Sivapirunthep,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,การผลิตสัตว์,1.0,7.0,1.0,1.0,13.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณี บัญชรหัถตกิจ,Pannee Banchonhattakit,มหาวิทยาลัยขอนแก่น,Khon Kaen University,สาธารณสุขศาสตร์,18.0,5.0,18.0,2.0,19.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณี บัวเล็ก,,มหาวิทยาลัยเกริก,Krirk University,ประวัติศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. พรรณี บุตรเทพ,Punnee Butthep,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยาคลินิก,912.0,61.0,744.0,18.0,96.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณี ลีกิจวัฒนะ,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,การวิจัยการศึกษา,,,,,,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. พรรณี สวนเพลง,Pannee Suanpang,มหาวิทยาลัยราชภัฏสวนดุสิต,Suan Dusit University,เทคโนโลยีสารสนเทศ,36.0,3.0,35.0,2.0,3.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณี หนูซื่อตรง,Punnee Nusuetrong,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,สรีรวิทยา,65.0,12.0,58.0,5.0,30.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณเพ็ญ วิริยเวชกุล,Parnpen Viriyavejakul,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยากายวิภาค,1208.0,65.0,1094.0,18.0,141.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรรณ์ธิดา เหล่าพวงศักดิ์,,มหาวิทยาลัยเอเชียอาคเนย์,Southeast Asia University,เศรษฐศาสตร์,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ดร. พรฤดี เนติโสภากุล,Ponrudee Netisopakul,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,เทคโนโนยีสารสนเทศ,44.0,29.0,34.0,3.0,27.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. พรวสา วงศ์ปัญญา,Pornwasa Wongpanya,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,วิศวกรรมโลหการ,154.0,17.0,143.0,7.0,27.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. พรศักดิ์ พุทธพงษ์ศิริพร,,มหาวิทยาลัยนเรศวร,Naresuan University,วิศวกรรมโยธา,,,,,,ปริญญาเอก,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. พรศิริ จงกล,Pornsiri Jongkol,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,วิศวกรรมอุตสาหการ,19.0,2.0,19.0,1.0,3.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ดร. พรศิริ สิงหปรีชา,Pornsiri Singhapreecha,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,2.0,3.0,2.0,1.0,1.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรศิริ หมื่นไชยศรี,Pornsiri Muenchaisri,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,วิศวกรรมคอมพิวเตอร์,126.0,36.0,114.0,7.0,30.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรศิลป์ ผลพันธิน,,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,ชีววิทยาทางทะเล (แพลงก์ตอน),,,,,,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,ดร. พรสนอง วงศ์สิงห์ทอง,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,นฤมิตศิลป์,,,,,,ปริญญาเอก,ข้าราชการ
ศาสตราจารย์,ดร. พรสรรค์ วัฒนางกูร,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ภาษาตะวันตก,,,,,,ปริญญาเอก,ข้าราชการ
